collected_at,hpid,dutyName,hvidate,hvec,hv2,hv3,hvoc,hvncc,hvgc,hvctayn,hvmriayn,hvangioayn,hvventiayn,hvamyn,hvs01
2026-09-10 01:11:39,A1100043,강동경희대학교병원,20260910011020,-1,,,17,-1,159,Y,Y,Y,Y,Y,15
2026-09-10 01:11:39,A1100014,고려대학교의과대학부속구로병원,20260910010856,14,1,1,22,0,2,Y,Y,Y,Y,Y,29
2026-09-10 01:11:39,A1100013,한양대학교병원,20260910010820,15,1,,16,2,151,Y,Y,Y,Y,Y,20
2026-09-10 01:11:39,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),20260910010805,17,0,3,25,0,68,Y,Y,Y,Y,Y,30
2026-09-10 01:11:39,A1100005,이화여자대학교의과대학부속목동병원,20260910011034,16,1,1,13,10,48,Y,Y,Y,Y,Y,19
2026-09-10 01:11:39,A1100017,서울대학교병원,20260910010943,0,2,1,53,6,67,Y,Y,Y,Y,Y,24
2026-09-10 01:11:39,A1100035,서울특별시서울의료원,20260910011001,17,3,,10,3,100,Y,Y,Y,Y,Y,19
2026-09-10 01:11:39,A1100015,연세대학교의과대학강남세브란스병원,20260910010710,3,,,23,1,60,Y,Y,Y,Y,Y,21
2026-09-10 01:11:39,A1100010,삼성서울병원,20260910010713,-14,10,5,45,6,75,Y,Y,Y,Y,Y,52
2026-09-10 01:11:39,A1100028,성심의료재단강동성심병원,20260910010956,6,3,,13,2,93,Y,Y,Y,Y,Y,15
2026-09-10 01:11:39,A1100053,한국보훈복지의료공단 중앙보훈병원,20260910010529,20,4,5,13,,107,Y,Y,Y,Y,Y,22
2026-09-10 01:11:39,A1120796,이화여자대학교의과대학부속서울병원,20260910010543,2,0,10,19,5,106,Y,Y,Y,Y,Y,14
2026-09-10 01:11:39,A1100041,의료법인서울효천의료재단에이치플러스양지병원,20260910011014,7,,,7,,12,Y,Y,Y,Y,Y,18
2026-09-10 01:11:39,A1100002,건국대학교병원,20260910010833,11,9,4,21,-1,112,Y,Y,Y,Y,Y,20
2026-09-10 01:11:39,A1100016,인제대학교상계백병원,20260910010705,10,1,2,13,0,33,Y,Y,Y,Y,Y,16
2026-09-10 01:11:39,A1100048,노원을지대학교병원,20260910010602,14,-1,5,11,2,192,Y,Y,Y,Y,Y,17
2026-09-10 01:11:39,A1100020,의료법인한전의료재단 한일병원,20260910011004,12,,,8,,74,Y,Y,Y,Y,Y,21
2026-09-10 01:11:39,A1100001,경희대학교병원,20260910010934,9,,,16,1,98,Y,Y,Y,Y,Y,15
2026-09-10 01:11:39,A1100021,삼육서울병원,20260910010739,12,,,5,4,59,Y,Y,Y,Y,Y,13
2026-09-10 01:11:39,A1100040,서울특별시보라매병원,20260910011000,16,3,11,14,3,123,Y,Y,Y,Y,Y,31
2026-09-10 01:11:39,A1100003,중앙대학교병원,20260910011009,12,5,1,16,1,105,Y,Y,Y,Y,Y,22
2026-09-10 01:11:39,A1100007,연세대학교의과대학세브란스병원,20260910010804,1,7,2,3,14,134,Y,Y,Y,Y,Y,39
2026-09-10 01:11:39,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,20260910011013,-6,5,8,32,17,54,Y,Y,Y,Y,Y,28
2026-09-10 01:11:39,A1100009,재단법인아산사회복지재단서울아산병원,20260910010715,-6,5,1,3,16,105,Y,Y,Y,Y,Y,36
2026-09-10 01:11:39,A1100011,가톨릭대학교여의도성모병원,20260909225340,12,1,0,11,,39,Y,Y,Y,Y,Y,15
2026-09-10 01:11:39,A1100055,한림대학교강남성심병원,20260910010842,19,1,8,14,0,127,Y,Y,Y,Y,Y,20
2026-09-10 01:11:39,A1100054,성애의료재단성애병원,20260910010946,13,,,5,2,68,Y,Y,Y,Y,Y,15
2026-09-10 01:11:39,A1100004,순천향대학교부속서울병원,20260910010923,11,,,14,-1,106,Y,Y,Y,Y,Y,20
2026-09-10 01:11:39,A1121013,가톨릭대학교은평성모병원,20260910011014,11,2,5,19,5,86,Y,Y,Y,Y,Y,24
2026-09-10 01:11:39,A1100006,강북삼성병원,20260910011029,4,,3,16,0,28,Y,Y,Y,Y,Y,15
2026-09-10 01:11:39,A1100052,국립중앙의료원,20260910011005,10,,0,7,,0,Y,Y,Y,Y,Y,15
2026-09-10 01:11:39,A1100036,부민병원,20260910010555,9,,,8,,30,Y,Y,Y,Y,Y,10
2026-09-10 01:11:39,A1100051,혜민병원,20260910010513,7,,,5,,9,Y,Y,N1,Y,Y,9
2026-09-10 01:11:39,A1100026,구로성심병원,20260910010838,8,,,3,,45,Y,Y,N1,Y,Y,9
2026-09-10 01:11:39,A1100049,희명병원,20260910010758,7,,,4,,126,Y,Y,N1,Y,Y,10
2026-09-10 01:11:39,A1100027,한국원자력의학원원자력병원,20260910010719,7,,,10,,161,Y,Y,Y,Y,Y,9
2026-09-10 01:11:39,A1100022,서울특별시동부병원,20260910011020,6,,,3,,31,Y,Y,N1,Y,Y,8
2026-09-10 01:11:39,A1100050,서울성심병원,20260910010752,12,,,6,,61,Y,Y,N1,Y,Y,17
2026-09-10 01:11:39,A1100025,의료법인동신의료재단동신병원,20260910010848,5,,,3,,38,Y,Y,N1,Y,Y,9
2026-09-10 01:11:39,A1122033,기쁨병원,20260910011019,1,,,8,,60,Y,Y,Y,Y,Y,4
2026-09-10 01:11:39,A1100039,경찰병원,20260910011002,3,,,7,,116,Y,Y,N1,Y,Y,3
2026-09-10 01:11:39,A1100019,홍익병원,20260910010945,9,,,4,,62,Y,Y,Y,Y,Y,9
2026-09-10 01:11:39,A1100223,서울특별시서남병원,20260910011000,16,,,4,,36,Y,Y,N1,Y,Y,17
2026-09-10 01:11:39,A1100024,명지성모병원,20260910011118,8,,,3,,69,Y,Y,Y,Y,Y,8
2026-09-10 01:11:39,A1100037,대림성모병원,20260910010513,6,,,4,,21,Y,Y,N1,Y,Y,8
2026-09-10 01:11:39,A1100045,씨엠병원,20260910010036,9,,,5,,45,Y,Y,N1,Y,Y,9
2026-09-10 01:11:39,A1100023,의료법인청구성심병원,20260910010804,8,,,3,,22,Y,Y,N1,Y,Y,10
2026-09-10 01:11:39,A1100029,서울적십자병원,20260910010909,10,,,6,,86,Y,Y,N1,Y,Y,10
2026-09-10 01:11:39,A1100032,세란병원,20260910011004,10,,,13,,15,Y,Y,N1,Y,Y,10
2026-09-10 01:11:39,A1100075,의료법인풍산의료재단동부제일병원,20260910010534,6,,,2,,40,Y,N,N1,Y,Y,7
2026-09-10 01:11:39,A1100044,녹색병원,20260910011009,4,,,3,,83,Y,Y,N1,Y,Y,5
