collected_at,hpid,dutyName,hvidate,hvec,hv2,hv3,hvoc,hvncc,hvgc,hvctayn,hvmriayn,hvangioayn,hvventiayn,hvamyn,hvs01
2026-08-20 00:34:09,A1100043,강동경희대학교병원,20260820003031,10,,,17,1,117,Y,Y,Y,Y,Y,15
2026-08-20 00:34:09,A1100014,고려대학교의과대학부속구로병원,20260820002900,14,0,2,23,1,17,Y,Y,Y,Y,Y,29
2026-08-20 00:34:09,A1100013,한양대학교병원,20260820002808,13,4,6,15,3,124,Y,Y,Y,Y,Y,20
2026-08-20 00:34:09,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),20260820002636,8,0,0,24,-2,29,Y,Y,Y,Y,Y,30
2026-08-20 00:34:09,A1100005,이화여자대학교의과대학부속목동병원,20260820002611,12,0,2,12,12,33,Y,Y,Y,Y,Y,19
2026-08-20 00:34:09,A1100017,서울대학교병원,20260820002958,-4,1,1,53,3,65,Y,Y,Y,Y,Y,24
2026-08-20 00:34:09,A1100035,서울특별시서울의료원,20260820003000,5,4,,10,2,91,Y,Y,Y,Y,Y,19
2026-08-20 00:34:09,A1100015,연세대학교의과대학강남세브란스병원,20260820002656,7,,,23,3,53,Y,Y,Y,Y,Y,21
2026-08-20 00:34:09,A1100010,삼성서울병원,20260820000257,-12,3,12,46,2,84,Y,Y,Y,Y,Y,52
2026-08-20 00:34:09,A1100028,성심의료재단강동성심병원,20260820002728,9,3,,12,3,89,Y,Y,Y,Y,Y,15
2026-08-20 00:34:09,A1100053,한국보훈복지의료공단중앙보훈병원,20260820002941,16,8,7,13,,106,Y,Y,Y,Y,Y,22
2026-08-20 00:34:09,A1120796,이화여자대학교의과대학부속서울병원,20260820002708,-3,0,5,19,7,40,Y,Y,Y,Y,Y,14
2026-08-20 00:34:09,A1100041,의료법인서울효천의료재단에이치플러스양지병원,20260820003018,8,,,7,,40,Y,Y,Y,Y,Y,18
2026-08-20 00:34:09,A1100002,건국대학교병원,20260820002755,5,11,3,21,0,99,Y,Y,Y,Y,Y,20
2026-08-20 00:34:09,A1100016,인제대학교상계백병원,20260820002744,13,3,6,13,-1,57,Y,Y,Y,Y,Y,16
2026-08-20 00:34:09,A1100048,노원을지대학교병원,20260820002602,15,4,3,11,1,202,Y,Y,Y,Y,Y,17
2026-08-20 00:34:09,A1100020,의료법인한전의료재단한일병원,20260820003003,17,,,8,,116,Y,Y,Y,Y,Y,21
2026-08-20 00:34:09,A1100001,경희대학교병원,20260820002940,9,,,16,0,71,Y,Y,Y,Y,Y,15
2026-08-20 00:34:09,A1100021,삼육서울병원,20260820003005,12,,,5,4,64,Y,Y,Y,Y,Y,13
2026-08-20 00:34:09,A1100040,서울특별시보라매병원,20260820003000,22,5,12,14,6,150,Y,Y,Y,Y,Y,31
2026-08-20 00:34:09,A1100003,중앙대학교병원,20260820003013,11,1,4,16,0,102,Y,Y,Y,Y,Y,22
2026-08-20 00:34:09,A1100007,연세대학교의과대학세브란스병원,20260820002707,9,1,6,3,7,217,Y,Y,Y,Y,Y,39
2026-08-20 00:34:09,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,20260820003022,-9,7,9,32,6,54,Y,Y,Y,Y,Y,28
2026-08-20 00:34:09,A1100009,재단법인아산사회복지재단서울아산병원,20260820002815,-1,1,3,3,12,103,Y,Y,Y,Y,Y,36
2026-08-20 00:34:09,A1100011,가톨릭대학교여의도성모병원,20260820003018,14,0,0,13,,63,Y,Y,Y,Y,Y,15
2026-08-20 00:34:09,A1100055,한림대학교강남성심병원,20260820002702,19,4,8,14,2,145,Y,Y,Y,Y,Y,20
2026-08-20 00:34:09,A1100054,성애의료재단성애병원,20260820002814,9,,,5,1,41,Y,Y,Y,Y,Y,15
2026-08-20 00:34:09,A1100004,순천향대학교부속서울병원,20260820002723,13,,,14,0,118,Y,Y,Y,Y,Y,20
2026-08-20 00:34:09,A1121013,가톨릭대학교은평성모병원,20260820003023,13,1,4,19,1,50,Y,Y,Y,Y,Y,24
2026-08-20 00:34:09,A1100006,강북삼성병원,20260820003033,2,,0,16,0,37,Y,Y,Y,Y,Y,15
2026-08-20 00:34:09,A1100052,국립중앙의료원,20260820002804,9,,0,7,,0,Y,Y,Y,Y,Y,15
2026-08-20 00:34:09,A1100036,부민병원,20260820002635,8,,,8,,15,Y,Y,Y,Y,Y,10
2026-08-20 00:34:09,A1100051,혜민병원,20260820002628,8,,,5,,22,Y,Y,N1,Y,Y,9
2026-08-20 00:34:09,A1100026,구로성심병원,20260820002944,3,,,3,,55,Y,Y,N1,Y,Y,9
2026-08-20 00:34:09,A1100049,희명병원,20260820002825,8,,,4,,105,Y,Y,N1,Y,Y,10
2026-08-20 00:34:09,A1100027,한국원자력의학원원자력병원,20260820002714,7,,,10,,168,Y,Y,Y,Y,Y,9
2026-08-20 00:34:09,A1100022,서울특별시동부병원,20260820003020,6,,,3,,20,Y,Y,N1,Y,Y,8
2026-08-20 00:34:09,A1100050,서울성심병원,20260820003001,16,,,6,,61,Y,Y,N1,Y,Y,17
2026-08-20 00:34:09,A1100025,의료법인동신의료재단동신병원,20260820002830,6,,,3,,53,Y,Y,N1,Y,Y,9
2026-08-20 00:34:09,A1122033,기쁨병원,20260819195547,0,,,8,,45,Y,Y,Y,Y,Y,4
2026-08-20 00:34:09,A1100039,경찰병원,20260820003003,3,,,7,,134,Y,Y,N1,Y,Y,3
